episode,reward,ep_len,covered,solved,invalid_actions,invalid_rate,critic_loss,actor_loss,alpha
298,-1.0,8,28,0,1,0.125,2.693657398223877,-8.384624481201172,0.8981691598892212
299,-1.0,8,28,0,1,0.125,2.4376416206359863,-7.917608261108398,0.8960094451904297
300,-1.0,7,24,0,1,0.143,2.7433383464813232,-8.137639045715332,0.8940988779067993
301,-1.0,9,32,0,1,0.111,2.034575939178467,-8.09153938293457,0.8916094303131104
302,-1.0,7,24,0,1,0.143,2.173914909362793,-8.35155200958252,0.8896579742431641
303,-1.0,8,28,0,1,0.125,2.0098109245300293,-8.552072525024414,0.8874673843383789
304,-1.0,8,28,0,1,0.125,2.444159507751465,-8.443864822387695,0.8852806091308594
305,-1.0,8,28,0,1,0.125,2.060229539871216,-8.521095275878906,0.8830879330635071
306,-1.0,7,24,0,1,0.143,2.3796303272247314,-8.150689125061035,0.8811796307563782
307,-1.0,7,24,0,1,0.143,2.311387538909912,-8.468989372253418,0.8792616724967957
308,-1.0,8,28,0,1,0.125,2.009171962738037,-8.51213550567627,0.8770731687545776
309,-1.0,7,24,0,1,0.143,1.8698546886444092,-8.718090057373047,0.8751368522644043
310,-1.0,8,28,0,1,0.125,2.4467082023620605,-8.665691375732422,0.8729638457298279
311,-1.0,8,28,0,1,0.125,2.2556943893432617,-8.705825805664062,0.8707789182662964
312,-1.0,7,24,0,1,0.143,2.2316555976867676,-8.92654800415039,0.8688631653785706
313,-1.0,7,24,0,1,0.143,2.0508809089660645,-8.854453086853027,0.8669812083244324
314,-1.0,9,32,0,1,0.111,2.192279100418091,-8.683065414428711,0.8646009564399719
315,-1.0,8,28,0,1,0.125,1.6986069679260254,-8.79553508758545,0.86246657371521
316,-1.0,8,28,0,1,0.125,2.31856107711792,-8.950340270996094,0.8603237271308899
317,-1.0,9,32,0,1,0.111,1.8161959648132324,-9.047865867614746,0.8579877018928528
318,-1.0,8,28,0,1,0.125,2.0253829956054688,-9.06474494934082,0.8559072017669678
319,-1.0,8,28,0,1,0.125,1.7205020189285278,-9.106199264526367,0.8538238406181335
320,-1.0,8,28,0,1,0.125,2.7863454818725586,-9.075851440429688,0.8517175912857056
321,-1.0,8,28,0,1,0.125,1.8590675592422485,-9.15892505645752,0.8496109843254089
322,-1.0,8,28,0,1,0.125,1.914871096611023,-9.142833709716797,0.8475120663642883
323,-1.0,6,20,0,1,0.167,1.8535499572753906,-9.27181625366211,0.8459425568580627
324,-1.0,8,28,0,1,0.125,1.2925142049789429,-9.313538551330566,0.843837559223175
325,-1.0,6,20,0,1,0.167,1.6018950939178467,-9.302486419677734,0.8422517776489258
326,-1.0,9,32,0,1,0.111,1.6185529232025146,-9.19392204284668,0.8398764133453369
327,-1.0,7,24,0,1,0.143,1.5281957387924194,-9.194673538208008,0.8380557894706726
328,-1.0,7,24,0,1,0.143,1.549940824508667,-9.293819427490234,0.8362295627593994
329,-1.0,8,28,0,1,0.125,1.5312154293060303,-9.414305686950684,0.8341613411903381
330,-1.0,8,28,0,1,0.125,1.6247706413269043,-9.574052810668945,0.8321147561073303
331,-1.0,7,24,0,1,0.143,1.753886103630066,-9.601554870605469,0.8303503394126892
332,-1.0,8,28,0,1,0.125,1.4262797832489014,-9.369421005249023,0.8283228874206543
333,-1.0,8,28,0,1,0.125,2.211759567260742,-9.38227367401123,0.826285183429718
334,-1.0,8,28,0,1,0.125,1.3271291255950928,-9.617156982421875,0.8242574334144592
335,-1.0,8,28,0,1,0.125,1.2153527736663818,-9.849809646606445,0.8222166299819946
336,-1.0,8,28,0,1,0.125,0.9057532548904419,-10.245594024658203,0.8201757073402405
337,-1.0,6,20,0,1,0.167,1.9181172847747803,-9.856467247009277,0.8186566233634949
338,-1.0,9,32,0,1,0.111,1.6982181072235107,-9.71790599822998,0.8163772225379944
339,-1.0,8,28,0,1,0.125,1.9032249450683594,-9.632684707641602,0.8143448233604431
