episode,reward,ep_len,covered,solved,invalid_actions,invalid_rate,critic_loss,actor_loss,alpha
1,13.400000000000002,9,32,0,1,0.111,,,
2,9.8,7,24,0,1,0.143,,,
3,13.400000000000002,9,32,0,1,0.111,,,
4,11.600000000000001,8,28,0,1,0.125,,,
5,9.8,7,24,0,1,0.143,,,
6,9.8,7,24,0,1,0.143,,,
7,11.600000000000001,8,28,0,1,0.125,,,
8,15.200000000000003,10,36,0,1,0.100,,,
9,9.8,7,24,0,1,0.143,,,
10,11.600000000000001,8,28,0,1,0.125,,,
11,9.8,7,24,0,1,0.143,,,
12,11.600000000000001,8,28,0,1,0.125,,,
13,9.8,7,24,0,1,0.143,,,
14,11.600000000000001,8,28,0,1,0.125,,,
15,11.600000000000001,8,28,0,1,0.125,,,
16,9.8,7,24,0,1,0.143,,,
17,11.600000000000001,8,28,0,1,0.125,,,
18,9.8,7,24,0,1,0.143,,,
19,11.600000000000001,8,28,0,1,0.125,,,
20,13.400000000000002,9,32,0,1,0.111,,,
21,9.8,7,24,0,1,0.143,,,
22,13.400000000000002,9,32,0,1,0.111,,,
23,11.600000000000001,8,28,0,1,0.125,,,
24,9.8,7,24,0,1,0.143,,,
25,13.400000000000002,9,32,0,1,0.111,,,
26,9.8,7,24,0,1,0.143,,,
27,9.8,7,24,0,1,0.143,,,
28,11.600000000000001,8,28,0,1,0.125,,,
29,11.600000000000001,8,28,0,1,0.125,,,
30,13.400000000000002,9,32,0,1,0.111,,,
31,8.0,6,20,0,1,0.167,,,
32,13.400000000000002,9,32,0,1,0.111,,,
33,11.600000000000001,8,28,0,1,0.125,,,
34,9.8,7,24,0,1,0.143,,,
35,9.8,7,24,0,1,0.143,,,
36,13.400000000000002,9,32,0,1,0.111,,,
37,15.200000000000003,10,36,0,1,0.100,,,
38,8.0,6,20,0,1,0.167,,,
39,13.400000000000002,9,32,0,1,0.111,,,
40,11.600000000000001,8,28,0,1,0.125,,,
41,11.600000000000001,8,28,0,1,0.125,,,
42,11.600000000000001,8,28,0,1,0.125,,,
43,11.600000000000001,8,28,0,1,0.125,,,
44,9.8,7,24,0,1,0.143,,,
45,13.400000000000002,9,32,0,1,0.111,,,
46,11.600000000000001,8,28,0,1,0.125,,,
47,6.2,5,16,0,1,0.200,,,
48,9.8,7,24,0,1,0.143,,,
49,13.400000000000002,9,32,0,1,0.111,,,
50,8.0,6,20,0,1,0.167,,,
51,9.8,7,24,0,1,0.143,,,
52,11.600000000000001,8,28,0,1,0.125,,,
53,11.600000000000001,8,28,0,1,0.125,,,
54,15.200000000000003,10,36,0,1,0.100,,,
55,13.400000000000002,9,32,0,1,0.111,,,
56,13.400000000000002,9,32,0,1,0.111,,,
57,13.400000000000002,9,32,0,1,0.111,,,
58,13.400000000000002,9,32,0,1,0.111,,,
59,11.600000000000001,8,28,0,1,0.125,,,
60,9.8,7,24,0,1,0.143,,,
61,11.600000000000001,8,28,0,1,0.125,,,
62,11.600000000000001,8,28,0,1,0.125,,,
63,9.8,7,24,0,1,0.143,,,
64,9.8,7,24,0,1,0.143,,,
65,11.600000000000001,8,28,0,1,0.125,,,
66,13.400000000000002,9,32,0,1,0.111,,,
67,9.8,7,24,0,1,0.143,,,
68,11.600000000000001,8,28,0,1,0.125,,,
69,11.600000000000001,8,28,0,1,0.125,,,
70,11.600000000000001,8,28,0,1,0.125,,,
71,8.0,6,20,0,1,0.167,,,
72,11.600000000000001,8,28,0,1,0.125,,,
73,11.600000000000001,8,28,0,1,0.125,,,
74,13.400000000000002,9,32,0,1,0.111,,,
75,11.600000000000001,8,28,0,1,0.125,,,
76,15.200000000000003,10,36,0,1,0.100,,,
77,13.400000000000002,9,32,0,1,0.111,,,
78,11.600000000000001,8,28,0,1,0.125,,,
79,11.600000000000001,8,28,0,1,0.125,,,
80,13.400000000000002,9,32,0,1,0.111,,,
81,11.600000000000001,8,28,0,1,0.125,,,
82,11.600000000000001,8,28,0,1,0.125,,,
83,8.0,6,20,0,1,0.167,,,
84,11.600000000000001,8,28,0,1,0.125,,,
85,11.600000000000001,8,28,0,1,0.125,,,
86,11.600000000000001,8,28,0,1,0.125,,,
87,11.600000000000001,8,28,0,1,0.125,,,
88,11.600000000000001,8,28,0,1,0.125,,,
89,13.400000000000002,9,32,0,1,0.111,,,
90,11.600000000000001,8,28,0,1,0.125,,,
91,11.600000000000001,8,28,0,1,0.125,,,
